Nome,Localidade,Municipio,DataRecebimento,DatadaExpedicao,amostra,area_ha,argila,classe_textural,ph_H20,indice_SMP,m_o,p,k,ca,mg,al,h_al,ctc_efetiva,ctc_ph,saturacao_bases,saturacao_al,s,b,cu,zn,mn,mo,fe,na
Testes TCC,Qualquer lugar,Três de Maio,,,420,24,21.0,81,1,5.7,5.5,3.0,22.5,4,5.6,2.0,0,8.0,N.D,15.7,N.D,50.9,N.D,0.0,N.D,11.7,0.4,7.0,4.3
